Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
maximizeWindow,Firefox 58.0,,2018-03-07 13:57:57,2018-03-07 13:57:57,"0,030s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:57:57,2018-03-07 13:57:57,"0,004s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:57:57,2018-03-07 13:57:58,"0,958s",PASSED
delay,Firefox 58.0,,2018-03-07 13:57:58,2018-03-07 13:58:00,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:00,2018-03-07 13:58:00,"0,265s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:00,2018-03-07 13:58:02,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:58:02,2018-03-07 13:58:02,"0,154s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:02,2018-03-07 13:58:04,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:04,2018-03-07 13:58:04,"0,267s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:04,2018-03-07 13:58:09,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:58:09,2018-03-07 13:58:10,"0,034s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:58:10,2018-03-07 13:58:10,"0,197s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/30_Testfall,Firefox 58.0,s. Widget in der Kontakt-Box\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Ergebnisliste: Ohne Entfernungsangabe,2018-03-07 13:58:10,2018-03-07 13:58:28,"18,648s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:58:10,2018-03-07 13:58:12,"2,696s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:58:12,2018-03-07 13:58:13,"0,053s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:58:13,2018-03-07 13:58:13,"0,004s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:58:13,2018-03-07 13:58:13,"0,942s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:13,2018-03-07 13:58:18,"5,002s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:18,2018-03-07 13:58:19,"0,298s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:19,2018-03-07 13:58:21,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:58:21,2018-03-07 13:58:21,"0,140s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:21,2018-03-07 13:58:23,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:23,2018-03-07 13:58:23,"0,237s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:23,2018-03-07 13:58:28,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:58:28,2018-03-07 13:58:28,"0,025s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:58:28,2018-03-07 13:58:28,"0,184s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/31_Testfall,Firefox 58.0,"\""s. Widget in der Marginalspalte\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin => Ergebnisliste:  Ohne Entfernungsangabe\""",2018-03-07 13:58:28,2018-03-07 13:58:51,"22,608s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:58:28,2018-03-07 13:58:32,"3,070s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:58:32,2018-03-07 13:58:32,"0,042s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:58:32,2018-03-07 13:58:32,"0,012s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:58:32,2018-03-07 13:58:36,"4,517s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:36,2018-03-07 13:58:41,"5,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:41,2018-03-07 13:58:41,"0,303s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:41,2018-03-07 13:58:43,"2,001s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:58:43,2018-03-07 13:58:44,"0,139s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:44,2018-03-07 13:58:46,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:58:46,2018-03-07 13:58:46,"0,232s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:46,2018-03-07 13:58:51,"5,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:58:51,2018-03-07 13:58:51,"0,021s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:58:51,2018-03-07 13:58:51,"0,203s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/32_Testfall,Firefox 58.0,"\""s. Widget im Footer\nErgebnis bei Auswahl eines Ortes:\n z.B Berlin =>  Ohne Entfernungsangabe\""",2018-03-07 13:58:51,2018-03-07 13:59:13,"21,982s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:58:51,2018-03-07 13:58:54,"2,985s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:58:54,2018-03-07 13:58:54,"0,029s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:58:54,2018-03-07 13:58:54,"0,003s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:58:54,2018-03-07 13:58:56,"1,658s",PASSED
delay,Firefox 58.0,,2018-03-07 13:58:56,2018-03-07 13:59:01,"5,001s",PASSED
click,Firefox 58.0,,2018-03-07 13:59:01,2018-03-07 13:59:01,"0,280s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:01,2018-03-07 13:59:04,"3,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 13:59:04,2018-03-07 13:59:04,"0,158s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:04,2018-03-07 13:59:07,"3,000s",PASSED
click,Firefox 58.0,,2018-03-07 13:59:07,2018-03-07 13:59:08,"0,612s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:08,2018-03-07 13:59:13,"5,000s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:59:13,2018-03-07 13:59:13,"0,013s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:59:13,2018-03-07 13:59:13,"0,180s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/33_Testfall,Firefox 58.0,"\""Initial: \nKeine Treffer sind angezeigt (keine Filial-Akk., keine Filial-Icons, keine Entfernung\""",2018-03-07 13:59:13,2018-03-07 13:59:23,"9,535s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:59:13,2018-03-07 13:59:16,"2,913s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:59:16,2018-03-07 13:59:16,"0,064s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:59:16,2018-03-07 13:59:16,"0,002s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:59:16,2018-03-07 13:59:17,"1,213s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:17,2018-03-07 13:59:22,"5,001s",PASSED
Statement - Try,Firefox 58.0,,2018-03-07 13:59:22,2018-03-07 13:59:22,"0,040s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:59:22,2018-03-07 13:59:22,"0,009s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:59:22,2018-03-07 13:59:23,"0,196s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/34_Testfall,Firefox 58.0,Nach Eingabe (z.B Berlin): \nAlle Filialen sind zugeklappt,2018-03-07 13:59:23,2018-03-07 13:59:32,"9,905s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:59:23,2018-03-07 13:59:26,"3,054s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:59:26,2018-03-07 13:59:26,"0,051s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:59:26,2018-03-07 13:59:26,"0,004s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:59:26,2018-03-07 13:59:27,"1,138s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:27,2018-03-07 13:59:29,"2,001s",PASSED
setText,Firefox 58.0,,2018-03-07 13:59:29,2018-03-07 13:59:29,"0,067s",PASSED
click,Firefox 58.0,,2018-03-07 13:59:29,2018-03-07 13:59:29,"0,262s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:29,2018-03-07 13:59:32,"3,000s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:59:32,2018-03-07 13:59:32,"0,011s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:59:32,2018-03-07 13:59:32,"0,254s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/35_Testfall,Firefox 58.0,"Es wird gepr\u00FCft, ob Entfernung in km angezeigt wird",2018-03-07 13:59:32,2018-03-07 13:59:47,"14,279s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:59:32,2018-03-07 13:59:35,"3,020s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:59:35,2018-03-07 13:59:36,"0,036s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:59:36,2018-03-07 13:59:36,"0,003s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:59:36,2018-03-07 13:59:37,"1,658s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:37,2018-03-07 13:59:42,"5,001s",PASSED
setText,Firefox 58.0,,2018-03-07 13:59:42,2018-03-07 13:59:42,"0,066s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:42,2018-03-07 13:59:44,"2,000s",PASSED
submit,Firefox 58.0,,2018-03-07 13:59:44,2018-03-07 13:59:44,"0,072s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:44,2018-03-07 13:59:46,"1,982s",PASSED
verifyElementVisible,Firefox 58.0,,2018-03-07 13:59:46,2018-03-07 13:59:46,"0,068s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:59:46,2018-03-07 13:59:47,"0,316s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/36_Testfall,Firefox 58.0,Nach Eingabe (z.B Bad Hersfeld): \nAlle Filialen sind zugeklappt,2018-03-07 13:59:47,2018-03-07 13:59:57,"10,144s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:59:47,2018-03-07 13:59:50,"2,889s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 13:59:50,2018-03-07 13:59:50,"0,033s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 13:59:50,2018-03-07 13:59:50,"0,010s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 13:59:50,2018-03-07 13:59:51,"1,507s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:51,2018-03-07 13:59:53,"2,000s",PASSED
setText,Firefox 58.0,,2018-03-07 13:59:53,2018-03-07 13:59:53,"0,077s",PASSED
click,Firefox 58.0,,2018-03-07 13:59:53,2018-03-07 13:59:54,"0,228s",PASSED
delay,Firefox 58.0,,2018-03-07 13:59:54,2018-03-07 13:59:57,"3,001s",PASSED
verifyElementNotPresent,Firefox 58.0,,2018-03-07 13:59:57,2018-03-07 13:59:57,"0,037s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 13:59:57,2018-03-07 13:59:57,"0,296s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/37_Testfall,Firefox 58.0,"Es wird gepr\u00FCft, ob Entfernung in km angezeigt wird",2018-03-07 13:59:57,2018-03-07 14:00:10,"13,535s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 13:59:57,2018-03-07 14:00:00,"3,053s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 14:00:00,2018-03-07 14:00:00,"0,054s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 14:00:00,2018-03-07 14:00:00,"0,000s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 14:00:00,2018-03-07 14:00:01,"0,988s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:01,2018-03-07 14:00:06,"5,001s",PASSED
setText,Firefox 58.0,,2018-03-07 14:00:06,2018-03-07 14:00:06,"0,072s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:06,2018-03-07 14:00:08,"2,001s",PASSED
submit,Firefox 58.0,,2018-03-07 14:00:08,2018-03-07 14:00:08,"0,063s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:08,2018-03-07 14:00:10,"1,991s",PASSED
verifyElementVisible,Firefox 58.0,,2018-03-07 14:00:10,2018-03-07 14:00:10,"0,043s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 14:00:10,2018-03-07 14:00:10,"0,185s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/38_Testfall,Firefox 58.0,"Ergebnis, initialer Aufruf:\nSortiert nach\na) Ortsname (1.) und Stra\u00DFenname (2.) ",2018-03-07 14:00:10,2018-03-07 14:00:34,"23,703s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 14:00:10,2018-03-07 14:00:14,"3,044s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 14:00:14,2018-03-07 14:00:14,"0,001s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 14:00:14,2018-03-07 14:00:14,"0,025s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 14:00:14,2018-03-07 14:00:15,"1,133s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:15,2018-03-07 14:00:17,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 14:00:17,2018-03-07 14:00:17,"0,286s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:17,2018-03-07 14:00:19,"2,001s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:00:19,2018-03-07 14:00:20,"0,895s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:00:20,2018-03-07 14:00:21,"0,913s",PASSED
click,Firefox 58.0,,2018-03-07 14:00:21,2018-03-07 14:00:21,"0,253s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:21,2018-03-07 14:00:23,"2,001s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:00:23,2018-03-07 14:00:24,"0,922s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:00:24,2018-03-07 14:00:25,"0,860s",PASSED
scrollToElement,Firefox 58.0,,2018-03-07 14:00:25,2018-03-07 14:00:25,"0,029s",PASSED
click,Firefox 58.0,,2018-03-07 14:00:25,2018-03-07 14:00:25,"0,241s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:25,2018-03-07 14:00:28,"3,000s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:00:28,2018-03-07 14:00:29,"0,909s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:00:29,2018-03-07 14:00:30,"0,850s",PASSED
scrollToElement,Firefox 58.0,,2018-03-07 14:00:30,2018-03-07 14:00:30,"0,023s",PASSED
click,Firefox 58.0,,2018-03-07 14:00:30,2018-03-07 14:00:30,"0,242s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:30,2018-03-07 14:00:32,"2,000s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:00:32,2018-03-07 14:00:33,"0,888s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:00:33,2018-03-07 14:00:34,"0,840s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 14:00:34,2018-03-07 14:00:34,"0,252s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/39_Testfall,Firefox 58.0,"\""Ergebnis bei Auswahl eines Ortes (z.B. Berlin):\nSortiert nach Stra\u00DFenname (1.) und Hausnummer (2.)\""\n\nWichtig: Es werden nur 3 Buchstaben  bei Stra\u00DFenname alphabetisch verglichen!!!",2018-03-07 14:00:34,2018-03-07 14:00:52,"18,174s",ERROR
openBrowser,Firefox 58.0,,2018-03-07 14:00:34,2018-03-07 14:00:37,"3,126s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 14:00:37,2018-03-07 14:00:37,"0,043s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 14:00:37,2018-03-07 14:00:37,"0,001s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 14:00:37,2018-03-07 14:00:38,"1,070s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:38,2018-03-07 14:00:40,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 14:00:40,2018-03-07 14:00:41,"0,270s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:41,2018-03-07 14:00:43,"2,001s",PASSED
scrollToElement,Firefox 58.0,,2018-03-07 14:00:43,2018-03-07 14:00:43,"0,034s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:43,2018-03-07 14:00:45,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 14:00:45,2018-03-07 14:00:45,"0,158s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:45,2018-03-07 14:00:47,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 14:00:47,2018-03-07 14:00:47,"0,275s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:47,2018-03-07 14:00:52,"5,000s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(loc_steet_filialsuche), 5)",Firefox 58.0,,2018-03-07 14:00:52,2018-03-07 14:00:52,"0,049s",PASSED
"Statement - For ([i = 1, i < wes.size(), (i++)])",Firefox 58.0,,2018-03-07 14:00:52,2018-03-07 14:00:52,"0,023s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/40_Testfall,Firefox 58.0,"\""Es wird gepr\u00FCft, ob Dropdown, Akkordeons rchtig funktionieren und Ort/Stra\u00DFe mit Prototyp verglichen\n\""",2018-03-07 14:00:52,2018-03-07 14:01:50,"57,470s",PASSED
openBrowser,Firefox 58.0,,2018-03-07 14:00:52,2018-03-07 14:00:55,"3,011s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 14:00:55,2018-03-07 14:00:55,"0,000s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 14:00:55,2018-03-07 14:00:55,"0,023s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 14:00:55,2018-03-07 14:00:57,"1,395s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:57,2018-03-07 14:00:59,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 14:00:59,2018-03-07 14:00:59,"0,273s",PASSED
delay,Firefox 58.0,,2018-03-07 14:00:59,2018-03-07 14:01:01,"2,001s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 14:01:01,2018-03-07 14:01:01,"0,157s",PASSED
click,Firefox 58.0,,2018-03-07 14:01:01,2018-03-07 14:01:01,"0,236s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:01,2018-03-07 14:01:03,"2,001s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:03,2018-03-07 14:01:04,"0,839s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:04,2018-03-07 14:01:05,"0,767s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:05,2018-03-07 14:01:06,"0,771s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:06,2018-03-07 14:01:07,"0,754s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:07,2018-03-07 14:01:07,"0,774s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:07,2018-03-07 14:01:08,"0,765s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:08,2018-03-07 14:01:09,"0,838s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:09,2018-03-07 14:01:10,"0,760s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:10,2018-03-07 14:01:12,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 14:01:12,2018-03-07 14:01:12,"0,263s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:12,2018-03-07 14:01:14,"2,001s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 14:01:14,2018-03-07 14:01:14,"0,175s",PASSED
click,Firefox 58.0,,2018-03-07 14:01:14,2018-03-07 14:01:14,"0,224s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:14,2018-03-07 14:01:16,"2,000s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:16,2018-03-07 14:01:17,"0,824s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:17,2018-03-07 14:01:18,"0,790s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:18,2018-03-07 14:01:19,"0,814s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:19,2018-03-07 14:01:20,"0,791s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:20,2018-03-07 14:01:20,"0,867s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:20,2018-03-07 14:01:21,"0,782s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:21,2018-03-07 14:01:22,"0,788s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:22,2018-03-07 14:01:23,"0,786s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:23,2018-03-07 14:01:25,"2,001s",PASSED
click,Firefox 58.0,,2018-03-07 14:01:25,2018-03-07 14:01:25,"0,266s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:25,2018-03-07 14:01:27,"2,000s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 14:01:27,2018-03-07 14:01:27,"0,181s",PASSED
click,Firefox 58.0,,2018-03-07 14:01:27,2018-03-07 14:01:27,"0,212s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:27,2018-03-07 14:01:29,"2,001s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:30,2018-03-07 14:01:30,"0,792s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:30,2018-03-07 14:01:31,"0,767s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:31,2018-03-07 14:01:32,"0,780s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:32,2018-03-07 14:01:33,"0,811s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:33,2018-03-07 14:01:33,"0,765s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:33,2018-03-07 14:01:34,"0,754s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:34,2018-03-07 14:01:35,"0,759s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:35,2018-03-07 14:01:36,"0,867s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:36,2018-03-07 14:01:38,"2,000s",PASSED
click,Firefox 58.0,,2018-03-07 14:01:38,2018-03-07 14:01:38,"0,268s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:38,2018-03-07 14:01:40,"2,002s",PASSED
mouseOver,Firefox 58.0,,2018-03-07 14:01:40,2018-03-07 14:01:40,"0,243s",PASSED
click,Firefox 58.0,,2018-03-07 14:01:40,2018-03-07 14:01:41,"0,225s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:41,2018-03-07 14:01:43,"2,000s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:43,2018-03-07 14:01:43,"0,825s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:43,2018-03-07 14:01:44,"0,827s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:44,2018-03-07 14:01:45,"0,772s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:45,2018-03-07 14:01:46,"0,776s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:46,2018-03-07 14:01:47,"0,951s",PASSED
verifyTextNotPresent,Firefox 58.0,,2018-03-07 14:01:47,2018-03-07 14:01:48,"0,954s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:48,2018-03-07 14:01:49,"0,922s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:49,2018-03-07 14:01:49,"0,899s",PASSED
closeBrowser,Firefox 58.0,,2018-03-07 14:01:49,2018-03-07 14:01:50,"0,297s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/41_TF,Firefox 58.0,,2018-03-07 14:01:50,2018-03-07 14:02:00,"10,296s",FAILED
openBrowser,Firefox 58.0,,2018-03-07 14:01:50,2018-03-07 14:01:53,"3,162s",PASSED
deleteAllCookies,Firefox 58.0,,2018-03-07 14:01:53,2018-03-07 14:01:53,"0,001s",PASSED
maximizeWindow,Firefox 58.0,,2018-03-07 14:01:53,2018-03-07 14:01:53,"0,037s",PASSED
navigateToUrl,Firefox 58.0,,2018-03-07 14:01:53,2018-03-07 14:01:54,"1,013s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:54,2018-03-07 14:01:56,"2,000s",PASSED
setText,Firefox 58.0,,2018-03-07 14:01:56,2018-03-07 14:01:56,"0,067s",PASSED
submit,Firefox 58.0,,2018-03-07 14:01:56,2018-03-07 14:01:56,"0,015s",PASSED
delay,Firefox 58.0,,2018-03-07 14:01:56,2018-03-07 14:01:58,"2,001s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:58,2018-03-07 14:01:59,"0,851s",PASSED
verifyTextPresent,Firefox 58.0,,2018-03-07 14:01:59,2018-03-07 14:02:00,"0,794s",PASSED
acceptAlert,Firefox 58.0,,2018-03-07 14:02:00,2018-03-07 14:02:00,"0,290s",FAILED
